table_name,row_variable,row_value,column_variable,column_value,count,denominator,percentage
operating regime x validation fidelity tier,transition_or_operating_regime,transient voltage instability after faults,validation_fidelity_tier,F1,1,66,1.52
operating regime x validation fidelity tier,transition_or_operating_regime,variable-inertia microgrid voltage control,validation_fidelity_tier,F1,1,66,1.52
operating regime x validation fidelity tier,transition_or_operating_regime,voltage control with stability constraint,validation_fidelity_tier,F0,1,66,1.52
operating regime x validation fidelity tier,transition_or_operating_regime,voltage prediction with topology changes,validation_fidelity_tier,F0,1,66,1.52
operating regime x validation fidelity tier,transition_or_operating_regime,voltage regulation,validation_fidelity_tier,F1,1,66,1.52
operating regime x validation fidelity tier,transition_or_operating_regime,voltage regulation with communication constraints,validation_fidelity_tier,F3,2,66,3.03
operating regime x validation fidelity tier,transition_or_operating_regime,voltage stability,validation_fidelity_tier,F1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,AC-OPF warm-start optimization,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,DER parameter estimation under scarce data,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,EMT device transient,auditability_tier,A3,2,66,3.03
operating regime x auditability tier,transition_or_operating_regime,IBR dynamic modeling,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,PV dynamic response,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,PV-HESS-PEM microgrid converter operation,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,active-distribution voltage regulation,auditability_tier,A3,2,66,3.03
operating regime x auditability tier,transition_or_operating_regime,converter steady-state and transient simulation,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,demand-response operation,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,disturbances and renewable uncertainty,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,disturbed microgrid operation,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,dynamic trajectory prediction,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,economic control,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,economic dispatch,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,energy management under network constraints,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,energy-management RL training,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,event/fault classification,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,extreme-weather resilience,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,fast stability enhancement,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,fault detection,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,fault diagnosis and health monitoring,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,frequency dynamics across excitations,auditability_tier,A3,2,66,3.03
operating regime x auditability tier,transition_or_operating_regime,grid-connected and three-microgrid interconnection transient stability,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,grid-connected operation,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,grid-connected to island mode,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,inverter trajectory tracking,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,islanded frequency transient,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,islanding and demand-response disruption,auditability_tier,A3,2,66,3.03
operating regime x auditability tier,transition_or_operating_regime,large disturbance transient stability,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,large-disturbance transient stability,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,look-ahead transient stability under extreme events,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,maintenance under grid constraints,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,noisy physical-system identification,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,overload stability,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,physical and cyber anomaly detection,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,post-disturbance transient stability,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,prediction-free dispatch,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,real-time dynamic security,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,renewable-uncertainty stability control,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,resilient microgrid formation,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,restoration/resilience with EV mobility,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,secure energy management,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,stability-economy operation,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,state estimation across feeder sizes,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,steady and dynamic power-system analysis,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,system identification under uncertainty,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,topology reconfiguration after disturbance,auditability_tier,A2,2,66,3.03
operating regime x auditability tier,transition_or_operating_regime,topology reconstruction and risk-aware reconfiguration,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,topology switching under operational variation,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,transient dynamics,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,transient prediction,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,transient reduced-order simulation,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,transient response,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,transient voltage instability after faults,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,variable-inertia microgrid voltage control,auditability_tier,A1,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,voltage control with stability constraint,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,voltage prediction with topology changes,auditability_tier,A3,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,voltage regulation,auditability_tier,A2,1,66,1.52
operating regime x auditability tier,transition_or_operating_regime,voltage regulation with communication constraints,auditability_tier,A3,2,66,3.03
operating regime x auditability tier,transition_or_operating_regime,voltage stability,auditability_tier,A2,1,66,1.52
system type x operating regime,system_type,AC microgrid,transition_or_operating_regime,physical and cyber anomaly detection,1,66,1.52
system type x operating regime,system_type,DC microgrid,transition_or_operating_regime,stability-economy operation,1,66,1.52
system type x operating regime,system_type,IEEE 9-bus power system,transition_or_operating_regime,transient voltage instability after faults,1,66,1.52
system type x operating regime,system_type,PV-HESS-PEM microgrid converter,transition_or_operating_regime,PV-HESS-PEM microgrid converter operation,1,66,1.52
system type x operating regime,system_type,VSC-interfaced microgrid,transition_or_operating_regime,large disturbance transient stability,1,66,1.52
system type x operating regime,system_type,active distribution grid,transition_or_operating_regime,event/fault classification,1,66,1.52
system type x operating regime,system_type,active distribution network,transition_or_operating_regime,active-distribution voltage regulation,2,66,3.03
system type x operating regime,system_type,active distribution network,transition_or_operating_regime,voltage control with stability constraint,1,66,1.52
system type x operating regime,system_type,active distribution system,transition_or_operating_regime,voltage prediction with topology changes,1,66,1.52
system type x operating regime,system_type,commercial building microgrid,transition_or_operating_regime,islanding and demand-response disruption,2,66,3.03
system type x operating regime,system_type,community integrated energy system,transition_or_operating_regime,demand-response operation,1,66,1.52
system type x operating regime,system_type,converter-dominated power components,transition_or_operating_regime,EMT device transient,2,66,3.03
system type x operating regime,system_type,dc-dc converter in microgrid context,transition_or_operating_regime,converter steady-state and transient simulation,1,66,1.52
system type x operating regime,system_type,distribution grid,transition_or_operating_regime,maintenance under grid constraints,1,66,1.52
system type x operating regime,system_type,distribution network with microgrids,transition_or_operating_regime,energy management under network constraints,1,66,1.52
system type x operating regime,system_type,distribution system with inverter-based resources,transition_or_operating_regime,IBR dynamic modeling,1,66,1.52
system type x operating regime,system_type,distribution system with microgrids,transition_or_operating_regime,resilient microgrid formation,1,66,1.52
system type x operating regime,system_type,grid-connected microgrid,transition_or_operating_regime,grid-connected operation,1,66,1.52
system type x operating regime,system_type,grid-forming converter,transition_or_operating_regime,overload stability,1,66,1.52
system type x operating regime,system_type,grid-forming converter microgrid,transition_or_operating_regime,variable-inertia microgrid voltage control,1,66,1.52
system type x operating regime,system_type,high-renewable islanded microgrid,transition_or_operating_regime,renewable-uncertainty stability control,1,66,1.52
system type x operating regime,system_type,interconnected microgrids,transition_or_operating_regime,grid-connected and three-microgrid interconnection transient stability,1,66,1.52
system type x operating regime,system_type,inverter-based microgrid,transition_or_operating_regime,fast stability enhancement,1,66,1.52
system type x operating regime,system_type,inverter-dominated power system,transition_or_operating_regime,system identification under uncertainty,1,66,1.52
system type x operating regime,system_type,islanded DC microgrid,transition_or_operating_regime,voltage regulation with communication constraints,2,66,3.03
system type x operating regime,system_type,islanded microgrid,transition_or_operating_regime,islanded frequency transient,1,66,1.52
system type x operating regime,system_type,islanded microgrid,transition_or_operating_regime,topology reconfiguration after disturbance,2,66,3.03
system type x operating regime,system_type,islanded microgrid with tie switches,transition_or_operating_regime,topology switching under operational variation,1,66,1.52
system type x operating regime,system_type,large-scale power grid,transition_or_operating_regime,look-ahead transient stability under extreme events,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,disturbed microgrid operation,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,economic control,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,economic dispatch,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,fault diagnosis and health monitoring,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,frequency dynamics across excitations,2,66,3.03
system type x operating regime,system_type,microgrid,transition_or_operating_regime,grid-connected to island mode,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,prediction-free dispatch,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,transient response,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,voltage regulation,1,66,1.52
system type x operating regime,system_type,microgrid,transition_or_operating_regime,voltage stability,1,66,1.52
system type x operating regime,system_type,microgrid DERs,transition_or_operating_regime,DER parameter estimation under scarce data,1,66,1.52
system type x operating regime,system_type,microgrid inverter,transition_or_operating_regime,inverter trajectory tracking,1,66,1.52
system type x operating regime,system_type,microgrids,transition_or_operating_regime,extreme-weather resilience,1,66,1.52
system type x operating regime,system_type,microgrids,transition_or_operating_regime,transient prediction,1,66,1.52
system type x operating regime,system_type,multi-energy microgrid,transition_or_operating_regime,secure energy management,1,66,1.52
system type x operating regime,system_type,multiple microgrids,transition_or_operating_regime,restoration/resilience with EV mobility,1,66,1.52
system type x operating regime,system_type,multiple photovoltaic power stations,transition_or_operating_regime,PV dynamic response,1,66,1.52
system type x operating regime,system_type,networked microgrids,transition_or_operating_regime,large-disturbance transient stability,1,66,1.52
system type x operating regime,system_type,networked microgrids,transition_or_operating_regime,transient dynamics,1,66,1.52
system type x operating regime,system_type,physical dynamical system,transition_or_operating_regime,noisy physical-system identification,1,66,1.52
system type x operating regime,system_type,power distribution feeders,transition_or_operating_regime,state estimation across feeder sizes,1,66,1.52
system type x operating regime,system_type,power distribution system,transition_or_operating_regime,topology reconstruction and risk-aware reconfiguration,1,66,1.52
system type x operating regime,system_type,power grid,transition_or_operating_regime,fault detection,1,66,1.52
system type x operating regime,system_type,power grid,transition_or_operating_regime,post-disturbance transient stability,1,66,1.52
system type x operating regime,system_type,power network,transition_or_operating_regime,transient reduced-order simulation,1,66,1.52
system type x operating regime,system_type,power system,transition_or_operating_regime,AC-OPF warm-start optimization,1,66,1.52
system type x operating regime,system_type,power system,transition_or_operating_regime,dynamic trajectory prediction,1,66,1.52
system type x operating regime,system_type,power system,transition_or_operating_regime,real-time dynamic security,1,66,1.52
system type x operating regime,system_type,power system,transition_or_operating_regime,steady and dynamic power-system analysis,1,66,1.52
system type x operating regime,system_type,smart grid,transition_or_operating_regime,energy-management RL training,1,66,1.52
system type x operating regime,system_type,uncertain networked microgrids,transition_or_operating_regime,disturbances and renewable uncertainty,1,66,1.52
decision layer x operating regime,consuming_decision_layer,EMT analytics,transition_or_operating_regime,EMT device transient,2,66,3.03
decision layer x operating regime,consuming_decision_layer,analysis support,transition_or_operating_regime,steady and dynamic power-system analysis,1,66,1.52
decision layer x operating regime,consuming_decision_layer,asset/grid operation planning,transition_or_operating_regime,maintenance under grid constraints,1,66,1.52
decision layer x operating regime,consuming_decision_layer,control support,transition_or_operating_regime,fast stability enhancement,1,66,1.52
decision layer x operating regime,consuming_decision_layer,converter control,transition_or_operating_regime,PV-HESS-PEM microgrid converter operation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,device modeling,transition_or_operating_regime,converter steady-state and transient simulation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,dispatch optimization,transition_or_operating_regime,economic dispatch,1,66,1.52
decision layer x operating regime,consuming_decision_layer,distributed control,transition_or_operating_regime,economic control,1,66,1.52
decision layer x operating regime,consuming_decision_layer,droop/secondary control,transition_or_operating_regime,islanded frequency transient,1,66,1.52
decision layer x operating regime,consuming_decision_layer,dynamic assessment,transition_or_operating_regime,PV dynamic response,1,66,1.52
decision layer x operating regime,consuming_decision_layer,dynamic assessment,transition_or_operating_regime,dynamic trajectory prediction,1,66,1.52
decision layer x operating regime,consuming_decision_layer,dynamic assessment,transition_or_operating_regime,transient response,1,66,1.52
decision layer x operating regime,consuming_decision_layer,emergency control,transition_or_operating_regime,topology reconfiguration after disturbance,2,66,3.03
decision layer x operating regime,consuming_decision_layer,emergency control,transition_or_operating_regime,transient voltage instability after faults,1,66,1.52
decision layer x operating regime,consuming_decision_layer,emergency/topology control,transition_or_operating_regime,topology switching under operational variation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,demand-response operation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,energy management under network constraints,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,energy-management RL training,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,grid-connected operation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,islanding and demand-response disruption,2,66,3.03
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,prediction-free dispatch,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,secure energy management,1,66,1.52
decision layer x operating regime,consuming_decision_layer,energy management system,transition_or_operating_regime,stability-economy operation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,hierarchical control,transition_or_operating_regime,disturbances and renewable uncertainty,1,66,1.52
decision layer x operating regime,consuming_decision_layer,hierarchical control,transition_or_operating_regime,disturbed microgrid operation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,hierarchical control/ICT layer,transition_or_operating_regime,grid-connected to island mode,1,66,1.52
decision layer x operating regime,consuming_decision_layer,model identification,transition_or_operating_regime,DER parameter estimation under scarce data,1,66,1.52
decision layer x operating regime,consuming_decision_layer,model identification,transition_or_operating_regime,noisy physical-system identification,1,66,1.52
decision layer x operating regime,consuming_decision_layer,model identification,transition_or_operating_regime,system identification under uncertainty,1,66,1.52
decision layer x operating regime,consuming_decision_layer,model predictive control,transition_or_operating_regime,post-disturbance transient stability,1,66,1.52
decision layer x operating regime,consuming_decision_layer,model predictive control support,transition_or_operating_regime,transient prediction,1,66,1.52
decision layer x operating regime,consuming_decision_layer,modeling for control and assessment,transition_or_operating_regime,IBR dynamic modeling,1,66,1.52
decision layer x operating regime,consuming_decision_layer,monitoring and model support,transition_or_operating_regime,frequency dynamics across excitations,2,66,3.03
decision layer x operating regime,consuming_decision_layer,monitoring and operational screening,transition_or_operating_regime,voltage prediction with topology changes,1,66,1.52
decision layer x operating regime,consuming_decision_layer,monitoring and planning support,transition_or_operating_regime,transient dynamics,1,66,1.52
decision layer x operating regime,consuming_decision_layer,monitoring/protection,transition_or_operating_regime,physical and cyber anomaly detection,1,66,1.52
decision layer x operating regime,consuming_decision_layer,operations monitoring,transition_or_operating_regime,fault diagnosis and health monitoring,1,66,1.52
decision layer x operating regime,consuming_decision_layer,optimal power flow solver,transition_or_operating_regime,AC-OPF warm-start optimization,1,66,1.52
decision layer x operating regime,consuming_decision_layer,planning and dynamic assessment,transition_or_operating_regime,transient reduced-order simulation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,primary converter control,transition_or_operating_regime,inverter trajectory tracking,1,66,1.52
decision layer x operating regime,consuming_decision_layer,primary converter control,transition_or_operating_regime,overload stability,1,66,1.52
decision layer x operating regime,consuming_decision_layer,primary converter control,transition_or_operating_regime,variable-inertia microgrid voltage control,1,66,1.52
decision layer x operating regime,consuming_decision_layer,protection monitoring,transition_or_operating_regime,event/fault classification,1,66,1.52
decision layer x operating regime,consuming_decision_layer,protection monitoring,transition_or_operating_regime,fault detection,1,66,1.52
decision layer x operating regime,consuming_decision_layer,real-time dispatch,transition_or_operating_regime,look-ahead transient stability under extreme events,1,66,1.52
decision layer x operating regime,consuming_decision_layer,real-time dispatch,transition_or_operating_regime,real-time dynamic security,1,66,1.52
decision layer x operating regime,consuming_decision_layer,real-time security monitoring,transition_or_operating_regime,grid-connected and three-microgrid interconnection transient stability,1,66,1.52
decision layer x operating regime,consuming_decision_layer,real-time voltage control,transition_or_operating_regime,active-distribution voltage regulation,2,66,3.03
decision layer x operating regime,consuming_decision_layer,real-time voltage control,transition_or_operating_regime,voltage control with stability constraint,1,66,1.52
decision layer x operating regime,consuming_decision_layer,resilience scheduling,transition_or_operating_regime,restoration/resilience with EV mobility,1,66,1.52
decision layer x operating regime,consuming_decision_layer,resilience scheduling/control,transition_or_operating_regime,extreme-weather resilience,1,66,1.52
decision layer x operating regime,consuming_decision_layer,restoration/reconfiguration planning,transition_or_operating_regime,resilient microgrid formation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,restoration/reconfiguration planning,transition_or_operating_regime,topology reconstruction and risk-aware reconfiguration,1,66,1.52
decision layer x operating regime,consuming_decision_layer,secondary control,transition_or_operating_regime,renewable-uncertainty stability control,1,66,1.52
decision layer x operating regime,consuming_decision_layer,secondary control,transition_or_operating_regime,voltage regulation,1,66,1.52
decision layer x operating regime,consuming_decision_layer,secondary control,transition_or_operating_regime,voltage regulation with communication constraints,2,66,3.03
decision layer x operating regime,consuming_decision_layer,security assessment,transition_or_operating_regime,large disturbance transient stability,1,66,1.52
decision layer x operating regime,consuming_decision_layer,security monitoring,transition_or_operating_regime,large-disturbance transient stability,1,66,1.52
decision layer x operating regime,consuming_decision_layer,stability assessment,transition_or_operating_regime,voltage stability,1,66,1.52
decision layer x operating regime,consuming_decision_layer,state estimator,transition_or_operating_regime,state estimation across feeder sizes,1,66,1.52
enforcement strength x violation reporting,enforcement_strength,audited only,violation_reporting,NR,24,66,36.36
enforcement strength x violation reporting,enforcement_strength,audited only,violation_reporting,Yes,1,66,1.52
enforcement strength x violation reporting,enforcement_strength,certificate-based,violation_reporting,Yes,4,66,6.06
enforcement strength x violation reporting,enforcement_strength,hard runtime enforcement,violation_reporting,NR,3,66,4.55
enforcement strength x violation reporting,enforcement_strength,hard runtime enforcement,violation_reporting,Yes,7,66,10.61
enforcement strength x violation reporting,enforcement_strength,hybrid,violation_reporting,Yes,14,66,21.21
enforcement strength x violation reporting,enforcement_strength,soft penalty,violation_reporting,NR,10,66,15.15
enforcement strength x violation reporting,enforcement_strength,soft penalty,violation_reporting,Yes,3,66,4.55
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,AC-OPF warm-start optimization,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,DER parameter estimation under scarce data,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,EMT device transient,2,66,3.03
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,IBR dynamic modeling,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,PV dynamic response,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,PV-HESS-PEM microgrid converter operation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,active-distribution voltage regulation,2,66,3.03
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,converter steady-state and transient simulation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,demand-response operation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,disturbances and renewable uncertainty,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,disturbed microgrid operation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,dynamic trajectory prediction,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,economic control,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,economic dispatch,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,energy management under network constraints,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,energy-management RL training,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,event/fault classification,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,extreme-weather resilience,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,fast stability enhancement,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,fault detection,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,fault diagnosis and health monitoring,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,frequency dynamics across excitations,2,66,3.03
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,grid-connected and three-microgrid interconnection transient stability,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,grid-connected operation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,grid-connected to island mode,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,inverter trajectory tracking,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,islanded frequency transient,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,islanding and demand-response disruption,2,66,3.03
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,large disturbance transient stability,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,large-disturbance transient stability,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,look-ahead transient stability under extreme events,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,maintenance under grid constraints,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,noisy physical-system identification,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,overload stability,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,physical and cyber anomaly detection,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,post-disturbance transient stability,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,prediction-free dispatch,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,real-time dynamic security,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,renewable-uncertainty stability control,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,resilient microgrid formation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,restoration/resilience with EV mobility,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,secure energy management,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,stability-economy operation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,state estimation across feeder sizes,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,steady and dynamic power-system analysis,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,system identification under uncertainty,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,topology reconfiguration after disturbance,2,66,3.03
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,topology reconstruction and risk-aware reconfiguration,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,topology switching under operational variation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,transient dynamics,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,transient prediction,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,transient reduced-order simulation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,transient response,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,transient voltage instability after faults,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,variable-inertia microgrid voltage control,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,voltage control with stability constraint,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,voltage prediction with topology changes,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,voltage regulation,1,66,1.52
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,voltage regulation with communication constraints,2,66,3.03
evidence class x operating regime,evidence_class,Plausibility evidence,transition_or_operating_regime,voltage stability,1,66,1.52
system type x validation fidelity tier,system_type,AC microgrid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,DC microgrid,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,IEEE 9-bus power system,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,PV-HESS-PEM microgrid converter,validation_fidelity_tier,F2,1,66,1.52
system type x validation fidelity tier,system_type,VSC-interfaced microgrid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,active distribution grid,validation_fidelity_tier,F1,1,66,1.52
system type x validation fidelity tier,system_type,active distribution network,validation_fidelity_tier,F0,3,66,4.55
system type x validation fidelity tier,system_type,active distribution system,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,commercial building microgrid,validation_fidelity_tier,F0,2,66,3.03
system type x validation fidelity tier,system_type,community integrated energy system,validation_fidelity_tier,F0,1,66,1.52
system type x validation fidelity tier,system_type,converter-dominated power components,validation_fidelity_tier,F2,2,66,3.03
