summary_name,category,subgroup,count,denominator,percentage,evidence_question
system type by operating regime,power distribution feeders,state estimation across feeder sizes,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power distribution system,topology reconstruction and risk-aware reconfiguration,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power grid,fault detection,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power grid,post-disturbance transient stability,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power network,transient reduced-order simulation,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power system,AC-OPF warm-start optimization,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power system,dynamic trajectory prediction,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power system,real-time dynamic security,1,66,1.52,Which systems support each operating regime?
system type by operating regime,power system,steady and dynamic power-system analysis,1,66,1.52,Which systems support each operating regime?
system type by operating regime,smart grid,energy-management RL training,1,66,1.52,Which systems support each operating regime?
system type by operating regime,uncertain networked microgrids,disturbances and renewable uncertainty,1,66,1.52,Which systems support each operating regime?
enforcement strength by violation reporting,audited only,NR,24,66,36.36,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,audited only,Yes,1,66,1.52,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,certificate-based,Yes,4,66,6.06,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,hard runtime enforcement,NR,3,66,4.55,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,hard runtime enforcement,Yes,7,66,10.61,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,hybrid,Yes,14,66,21.21,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,soft penalty,NR,10,66,15.15,Does enforcement strength correspond to reported violations?
enforcement strength by violation reporting,soft penalty,Yes,3,66,4.55,Does enforcement strength correspond to reported violations?
rare operating-regime evidence count,Regimes with one claim,All included claims,54,66,81.82,Which regimes are too sparse for strong synthesis?
admissibility vs plausibility evidence,Admissibility evidence,All included claims,0,66,0.00,How much primary evidence reaches operational admissibility?
admissibility vs plausibility evidence,Plausibility evidence,All included claims,66,66,100.00,How much primary evidence reaches operational admissibility?
admissibility vs plausibility evidence,Contextual evidence,All included claims,0,66,0.00,How much primary evidence reaches operational admissibility?
